days,region,temperature,rainfall,daylight,weeks
2015-11-10,Gochang,10.1,0,0,46
2015-11-10,Andong,12.2,0,6,46
2015-11-10,Uiseong,10.8,0,4,46
2015-11-11,Sinan,12.9,0,4,46
2015-11-11,Goheung,13,0,7,46
2015-11-11,Gochang,11.1,0,4,46
2015-11-11,Andong,11.6,0,5,46
2015-11-11,Uiseong,10.2,0,4,46
2015-11-12,Sinan,14.8,0,6,46
2015-11-12,Goheung,15.9,0,6,46
2015-11-12,Gochang,14.1,0,8,46
2015-11-12,Andong,12.8,3,1,46
2015-11-12,Uiseong,11.5,1,0,46
2015-11-13,Sinan,13.1,50.7,0,46
2015-11-13,Goheung,12.8,16.6,0,46
2015-11-13,Gochang,12.7,16,0,46
2015-11-13,Andong,11.8,18.5,0,46
2015-11-13,Uiseong,11,16.5,0,46
2015-11-14,Sinan,14.3,0,2,46
2015-11-14,Goheung,15,0,0,46
2015-11-14,Gochang,13.7,2,0,46
2015-11-14,Andong,13.4,3,0,46
2015-11-14,Uiseong,13.7,2,0,46
2015-11-15,Sinan,13.9,0,9,47
2015-11-15,Goheung,13.3,0,7,47
2015-11-15,Gochang,13.2,0,5,47
2015-11-15,Andong,12.6,0,2,47
2015-11-15,Uiseong,12.9,0,1,47
2015-11-16,Sinan,14.6,14.1,0,47
2015-11-16,Goheung,14.3,7.4,1,47
2015-11-16,Gochang,14.4,4.5,0,47
2015-11-16,Andong,11.3,17,0,47
2015-11-16,Uiseong,10.6,10,0,47
2015-11-17,Sinan,14.3,0,2,47
2015-11-17,Goheung,16,0,1,47
2015-11-17,Gochang,15.4,0.3,0,47
2015-11-17,Andong,13.5,0.2,0,47
2015-11-17,Uiseong,14,0.5,0,47
2015-11-18,Sinan,13.5,3.7,0,47
2015-11-18,Goheung,13.2,7.1,0,47
2015-11-18,Gochang,13.2,9.5,0,47
2015-11-18,Andong,10.2,6.5,0,47
2015-11-18,Uiseong,10.6,8.5,0,47
2015-11-19,Sinan,12.5,0.8,0,47
2015-11-19,Goheung,11.7,0.9,0,47
2015-11-19,Gochang,12.3,0.5,0,47
2015-11-19,Andong,9,0.1,0,47
2015-11-19,Uiseong,9.6,0.1,0,47
2015-11-20,Sinan,12.6,0,3,47
2015-11-20,Goheung,12.2,0.3,5,47
2015-11-20,Gochang,12,0.1,4,47
2015-11-20,Andong,10.2,0,6,47
2015-11-20,Uiseong,9.8,0,5,47
2015-11-21,Sinan,12,0,3,47
2015-11-21,Goheung,10.7,0,2,47
2015-11-21,Gochang,9.6,0,2,47
2015-11-21,Andong,7.8,0.4,0,47
2015-11-21,Uiseong,7.5,1,1,47
2015-11-22,Sinan,12.6,0,8,48
2015-11-22,Goheung,11.8,0,3,48
2015-11-22,Gochang,10.8,0,5,48
2015-11-22,Andong,11.6,0,1,48
2015-11-22,Uiseong,11.3,0,0,48
2015-11-23,Sinan,12.3,8.2,0,48
2015-11-23,Goheung,13.5,0.4,0,48
2015-11-23,Gochang,12.2,4,0,48
2015-11-23,Andong,10.5,7.5,0,48
2015-11-23,Uiseong,11.3,3.5,0,48
2015-11-24,Sinan,9.1,0,1,48
2015-11-24,Goheung,12.2,0,6,48
2015-11-24,Gochang,8.3,0.2,1,48
2015-11-24,Andong,8,0,1,48
2015-11-24,Uiseong,8.8,0,0,48
2015-11-25,Sinan,6.7,6.3,0,48
2015-11-25,Goheung,7.7,10.2,1,48
2015-11-25,Gochang,6.6,14,0,48
2015-11-25,Andong,4.5,3,0,48
2015-11-25,Uiseong,5.2,2,0,48
2015-11-26,Sinan,2.6,3.9,2,48
2015-11-26,Goheung,2.6,0.1,5,48
2015-11-26,Gochang,1.5,13.5,1,48
2015-11-26,Andong,0.3,0,5,48
2015-11-26,Uiseong,0.9,0.1,2,48
2015-11-27,Sinan,4.7,0,0,48
2015-11-27,Goheung,4.1,0,2,48
2015-11-27,Gochang,1.9,3.5,0,48
2015-11-27,Andong,-0.5,0,7,48
2015-11-27,Uiseong,-0.2,0,4,48
2015-11-28,Sinan,7.5,0,2,48
2015-11-28,Goheung,4.6,0,6,48
2015-11-28,Gochang,4.7,0,2,48
2015-11-28,Andong,1,0,3,48
2015-11-28,Uiseong,1,0,1,48
2015-11-29,Sinan,10.2,0,4,49
2015-11-29,Goheung,6.2,0,2,49
2015-11-29,Gochang,9.1,3.5,3,49
2015-11-29,Andong,3.1,0,3,49
2015-11-29,Uiseong,3.4,0,6,49
2015-11-30,Sinan,9.5,0,4,49
2015-11-30,Goheung,8,0,8,49
2015-11-30,Gochang,7.3,0.5,5,49
2015-11-30,Andong,4.8,0,9,49
2015-11-30,Uiseong,4,0,6,49
2015-12-01,Sinan,8.9,0,8,49
2015-12-01,Goheung,6,0,8,49
2015-12-01,Gochang,6.4,0,9,49
2015-12-01,Andong,3,0,7,49
2015-12-01,Uiseong,1.8,0,8,49
2015-12-02,Sinan,10.5,17.9,0,49
2015-12-02,Goheung,8.6,0.5,0,49
2015-12-02,Gochang,9.8,6.5,0,49
2015-12-02,Andong,3.9,3,0,49
2015-12-02,Uiseong,3.7,1.3,0,49
2015-12-03,Sinan,6,0,3,49
2015-12-03,Goheung,5.8,0.1,5,49
2015-12-03,Gochang,4.5,5.5,1,49
2015-12-03,Andong,1.8,0.5,5,49
2015-12-03,Uiseong,2.3,1.2,3,49
2015-12-04,Sinan,5.9,0,1,49
2015-12-04,Goheung,5.8,0,4,49
2015-12-04,Gochang,4.2,6,0,49
2015-12-04,Andong,1.6,0,8,49
2015-12-04,Uiseong,2.1,0,4,49
2015-12-05,Sinan,7.5,0,0,49
2015-12-05,Goheung,6.8,0,1,49
2015-12-05,Gochang,5.1,0,1,49
2015-12-05,Andong,5.2,0,5,49
2015-12-05,Uiseong,5,0,0,49
2015-12-06,Sinan,7,0,4,50
2015-12-06,Goheung,4.5,0,2,50
2015-12-06,Gochang,3.1,0,3,50
2015-12-06,Andong,2.3,0,5,50
2015-12-06,Uiseong,1.7,0,3,50
2015-12-07,Sinan,7,0,6,50
2015-12-07,Goheung,3.4,0,8,50
2015-12-07,Gochang,2,0,9,50
2015-12-07,Andong,4.4,0,6,50
2015-12-07,Uiseong,3.5,0,4,50
2015-12-08,Sinan,7.9,0,7,50
2015-12-08,Goheung,4.7,0,8,50
2015-12-08,Gochang,3.8,0,9,50
2015-12-08,Andong,5.2,3,7,50
2015-12-08,Uiseong,5.2,0,6,50
2015-12-09,Sinan,10.5,0,3,50
2015-12-09,Goheung,8.6,0,3,50
2015-12-09,Gochang,8.1,0,4,50
2015-12-09,Andong,4.5,0,3,50
2015-12-09,Uiseong,3.8,0,5,50
2015-12-10,Sinan,11.1,42.1,0,50
2015-12-10,Goheung,11.1,4.3,0,50
2015-12-10,Gochang,10.7,21,0,50
2015-12-10,Andong,6.9,7.5,0,50
2015-12-10,Uiseong,6.9,8,0,50
2015-12-11,Sinan,8.9,0,1,50
2015-12-11,Goheung,8.7,8.1,1,50
2015-12-11,Gochang,8.2,0.5,0,50
2015-12-11,Andong,6,2.5,0,50
2015-12-11,Uiseong,6.1,4.5,1,50
2015-12-12,Sinan,9.3,0.7,0,50
2015-12-12,Goheung,8.3,0,1,50
2015-12-12,Gochang,8.1,0,0,50
2015-12-12,Andong,3.4,0,7,50
2015-12-12,Uiseong,3.4,0,8,50
2015-12-13,Sinan,10.1,0,0,51
2015-12-13,Goheung,9,0,3,51
2015-12-13,Gochang,9.9,0,6,51
2015-12-13,Andong,3.6,0,7,51
2015-12-13,Uiseong,2.7,0,5,51
2015-12-14,Sinan,10.5,13.4,0,51
2015-12-14,Goheung,9.5,4.1,0,51
2015-12-14,Gochang,8.9,2.5,0,51
2015-12-14,Andong,5.7,3,0,51
2015-12-14,Uiseong,5.4,1.5,0,51
2015-12-15,Sinan,7.5,0,3,51
2015-12-15,Goheung,8.8,0,5,51
2015-12-15,Gochang,7.7,1.5,1,51
2015-12-15,Andong,6.5,1,3,51
2015-12-15,Uiseong,6.7,0.5,2,51
2015-12-16,Sinan,3.7,3.4,4,51
2015-12-16,Goheung,3.8,0.2,5,51
2015-12-16,Gochang,2.6,8,2,51
2015-12-16,Andong,1.3,0,7,51
2015-12-16,Uiseong,1.4,0,4,51
2015-12-17,Sinan,2.6,0.3,3,51
2015-12-17,Goheung,0.4,0,8,51
2015-12-17,Gochang,-2.1,10,1,51
2015-12-17,Andong,-3.4,0,9,51
2015-12-17,Uiseong,-3.5,0,8,51
2015-12-18,Sinan,4.8,0,2,51
2015-12-18,Goheung,1.8,0,8,51
2015-12-18,Gochang,-0.4,0,1,51
2015-12-18,Andong,-1.9,0,8,51
2015-12-18,Uiseong,-2.8,0,7,51
2015-12-19,Sinan,6.9,0,3,51
2015-12-19,Goheung,1.6,0,8,51
2015-12-19,Gochang,2.3,0,7,51
2015-12-19,Andong,-0.7,0,6,51
2015-12-19,Uiseong,-1.9,0,8,51
2015-12-20,Sinan,6.8,4.1,0,52
2015-12-20,Goheung,5.2,4.3,0,52
2015-12-20,Gochang,3.4,1.5,0,52
2015-12-20,Andong,-1.5,0,0,52
2015-12-20,Uiseong,-1.9,0,0,52
2015-12-21,Sinan,8,0.9,4,52
2015-12-21,Goheung,6.2,1.3,3,52
2015-12-21,Gochang,5.4,0.5,3,52
2015-12-21,Andong,0.8,0.4,1,52
2015-12-21,Uiseong,1.2,0.1,1,52
2015-12-22,Sinan,7.8,0.5,6,52
2015-12-22,Goheung,6.9,0,8,52
2015-12-22,Gochang,4.1,1,6,52
2015-12-22,Andong,0.9,0,2,52
2015-12-22,Uiseong,0.1,0,2,52
2015-12-23,Sinan,8.3,1.8,0,52
2015-12-23,Goheung,9.8,0.3,0,52
2015-12-23,Gochang,6.2,4.5,0,52
2015-12-23,Andong,3.9,0.2,0,52
2015-12-23,Uiseong,4.1,0.2,0,52
2015-12-24,Sinan,7.3,0,2,52
2015-12-24,Goheung,6.1,0,6,52
2015-12-24,Gochang,4.1,0,5,52
2015-12-24,Andong,2.3,0,3,52
2015-12-24,Uiseong,2.6,0,2,52
2015-12-25,Sinan,5.7,0,8,52
2015-12-25,Goheung,3,0,8,52
2015-12-25,Gochang,1.8,0,9,52
2015-12-25,Andong,0.3,0,9,52
2015-12-25,Uiseong,-2,0,8,52
2015-12-26,Sinan,8.5,0,7,52
2015-12-26,Goheung,4.4,0,7,52
2015-12-26,Gochang,5.6,0,3,52
2015-12-26,Andong,2.7,0,8,52
2015-12-26,Uiseong,0.6,0,7,52
2015-12-27,Sinan,2.7,0,2,53
2015-12-27,Goheung,1.9,0,8,53
2015-12-27,Gochang,-0.2,0,7,53
2015-12-27,Andong,-0.9,0,9,53
2015-12-27,Uiseong,-3.4,0,8,53
2015-12-28,Sinan,3.1,0,0,53
2015-12-28,Goheung,0.9,0,8,53
2015-12-28,Gochang,-0.7,0,5,53
2015-12-28,Andong,-3.7,0,9,53
2015-12-28,Uiseong,-6.5,0,8,53
2015-12-29,Sinan,4.7,0,0,53
2015-12-29,Goheung,1,0,8,53
2015-12-29,Gochang,-0.1,0,8,53
2015-12-29,Andong,-3.9,0,9,53
2015-12-29,Uiseong,-6.1,0,8,53
2015-12-30,Sinan,6.8,0,1,53
2015-12-30,Goheung,1.2,0,8,53
2015-12-30,Gochang,2.9,1,4,53
2015-12-30,Andong,-2,0.3,9,53
2015-12-30,Uiseong,-3.1,0,8,53
2015-12-31,Sinan,6.2,0.5,1,53
2015-12-31,Goheung,3.3,0,7,53
2015-12-31,Gochang,3.2,2,4,53
2015-12-31,Andong,0.5,0.2,6,53
2015-12-31,Uiseong,-0.5,0,0,53
2016-01-01,Sinan,6.4,0,5,1
2016-01-01,Goheung,1.7,0,8,1
2016-01-01,Gochang,3.1,0,4,1
2016-01-01,Andong,-0.9,0,8,1
2016-01-01,Uiseong,-2.4,0,0,1
2016-01-02,Sinan,10,0,1,1
2016-01-02,Goheung,3.9,0,2,1
2016-01-02,Gochang,7.1,0,2,1
2016-01-02,Andong,2.9,0,8,1
2016-01-02,Uiseong,0.6,0,0,1
2016-01-03,Sinan,9.9,0,8,2
2016-01-03,Goheung,6.1,0,8,2
2016-01-03,Gochang,6.8,0,7,2
2016-01-03,Andong,3,0,7,2
2016-01-03,Uiseong,1.7,0,0,2
2016-01-04,Sinan,6.9,0,5,2
2016-01-04,Goheung,7.5,0,8,2
2016-01-04,Gochang,5.7,0,7,2
2016-01-04,Andong,4.9,0,8,2
2016-01-04,Uiseong,2.4,0,0,2
2016-01-05,Sinan,3.7,0.3,1,2
2016-01-05,Goheung,2.4,5.5,0,2
2016-01-05,Gochang,1.4,0,3,2
2016-01-05,Andong,-0.1,0,4,2
2016-01-05,Uiseong,-2.5,0,0,2
2016-01-06,Sinan,4.5,0,0,2
2016-01-06,Goheung,4,0,8,2
2016-01-06,Gochang,1.6,0,5,2
2016-01-06,Andong,-0.8,0,9,2
2016-01-06,Uiseong,-2.8,0,0,2
2016-01-07,Sinan,3.3,0,1,2
2016-01-07,Goheung,3.3,0,3,2
2016-01-07,Gochang,1.8,0,1,2
2016-01-07,Andong,-0.8,0,9,2
2016-01-07,Uiseong,-1.7,0,5,2
2016-01-08,Sinan,3,0,2,2
2016-01-08,Goheung,1.7,0,4,2
2016-01-08,Gochang,0.3,1,1,2
2016-01-08,Andong,-1.9,0,9,2
2016-01-08,Uiseong,-3.5,0,8,2
2016-01-09,Sinan,4,0,3,2
2016-01-09,Goheung,1.7,0,8,2
2016-01-09,Gochang,2,0,2,2
2016-01-09,Andong,-0.9,0,9,2
2016-01-09,Uiseong,-1.5,0,8,2
2016-01-10,Sinan,5.4,0,6,3
2016-01-10,Goheung,2.6,0,8,3
2016-01-10,Gochang,3,0,7,3
2016-01-10,Andong,0.8,0,6,3
2016-01-10,Uiseong,-0.3,0,5,3
2016-01-11,Sinan,3.2,0,3,3
2016-01-11,Goheung,2.3,0,6,3
2016-01-11,Gochang,0,0,7,3
2016-01-11,Andong,-2.1,0,9,3
2016-01-11,Uiseong,-3.8,0,8,3
2016-01-12,Sinan,1.7,0,0,3
2016-01-12,Goheung,0.5,0,8,3
2016-01-12,Gochang,-0.9,0,6,3
2016-01-12,Andong,-4.1,0,9,3
2016-01-12,Uiseong,-5.6,0,8,3
2016-01-13,Sinan,1.5,0.7,2,3
2016-01-13,Goheung,1.5,0,6,3
2016-01-13,Gochang,0.6,1,1,3
2016-01-13,Andong,-2.3,0,9,3
2016-01-13,Uiseong,-3.3,0,7,3
2016-01-14,Sinan,3.9,0,6,3
2016-01-14,Goheung,1.3,0,6,3
2016-01-14,Gochang,0.1,2.5,5,3
2016-01-14,Andong,-1.8,0,10,3
2016-01-14,Uiseong,-2.7,0,8,3
2016-01-15,Sinan,5.4,0,5,3
2016-01-15,Goheung,0.6,0,8,3
2016-01-15,Gochang,2.8,0,4,3
2016-01-15,Andong,-1.9,0,7,3
2016-01-15,Uiseong,-3.3,0,8,3
2016-01-16,Sinan,6.5,0,6,3
2016-01-16,Goheung,2.8,0,5,3
2016-01-16,Gochang,3.4,0,8,3
2016-01-16,Andong,-1.3,0,8,3
2016-01-16,Uiseong,-1.8,0,8,3
2016-01-17,Sinan,5.7,1.3,0,4
2016-01-17,Goheung,4.7,5.9,0,4
2016-01-17,Gochang,3,8.5,0,4
2016-01-17,Andong,-0.2,1.7,0,4
2016-01-17,Uiseong,-0.6,0.5,0,4
2016-01-18,Sinan,0,0,1,4
2016-01-18,Goheung,0,0.9,4,4
2016-01-18,Gochang,-1.2,4.5,0,4
2016-01-18,Andong,-2.7,0,7,4
2016-01-18,Uiseong,-2,0,4,4
2016-01-19,Sinan,-2,2.7,1,4
2016-01-19,Goheung,-3.2,0.2,7,4
2016-01-19,Gochang,-4.3,5,3,4
2016-01-19,Andong,-8.9,0,10,4
2016-01-19,Uiseong,-7.9,0,8,4
2016-01-20,Sinan,0,0,0,4
2016-01-20,Goheung,-2.4,0,8,4
2016-01-20,Gochang,-5.8,0,5,4
2016-01-20,Andong,-9,0,7,4
2016-01-20,Uiseong,-9.8,0,6,4
2016-01-21,Sinan,0.9,0,1,4
2016-01-21,Goheung,-1.8,0,1,4
2016-01-21,Gochang,-4.5,0,2,4
2016-01-21,Andong,-6.4,0,4,4
2016-01-21,Uiseong,-7.3,0,4,4
2016-01-22,Sinan,0.8,0,1,4
2016-01-22,Goheung,-1,0,7,4
2016-01-22,Gochang,-4.2,0,6,4
2016-01-22,Andong,-5.5,0,8,4
2016-01-22,Uiseong,-6.5,0,8,4
2016-01-23,Sinan,-4,1.6,0,4
2016-01-23,Goheung,-4,0.5,8,4
2016-01-23,Gochang,-6.9,7,1,4
2016-01-23,Andong,-7.6,0,8,4
2016-01-23,Uiseong,-7,0,7,4
2016-01-24,Sinan,-5.7,2.8,0,5
2016-01-24,Goheung,-7.8,0.2,5,5
2016-01-24,Gochang,-10,16,0,5
2016-01-24,Andong,-12,0,10,5
2016-01-24,Uiseong,-13.1,0,9,5
2016-01-25,Sinan,-0.3,1,3,5
2016-01-25,Goheung,-2.7,0,7,5
2016-01-25,Gochang,-6.6,0.5,6,5
2016-01-25,Andong,-7.8,0,10,5
2016-01-25,Uiseong,-9.9,0,9,5
2016-01-26,Sinan,2.9,0,5,5
2016-01-26,Goheung,1.4,0,5,5
2016-01-26,Gochang,-0.6,0,2,5
2016-01-26,Andong,-3.4,0,9,5
2016-01-26,Uiseong,-5.9,0,6,5
2016-01-27,Sinan,4.4,0,8,5
2016-01-27,Goheung,1.2,0,4,5
2016-01-27,Gochang,0.6,0,8,5
2016-01-27,Andong,0.1,0,9,5
2016-01-27,Uiseong,-3.3,0,8,5
2016-01-28,Sinan,3.6,3.7,0,5
2016-01-28,Goheung,2.8,26.7,0,5
2016-01-28,Gochang,0.6,3,0,5
2016-01-28,Andong,-1.6,1.3,1,5
2016-01-28,Uiseong,-1.8,0.8,0,5
2016-01-29,Sinan,3.8,7,0,5
2016-01-29,Goheung,4.4,17.6,0,5
2016-01-29,Gochang,1.9,5,0,5
2016-01-29,Andong,1,3.8,0,5
2016-01-29,Uiseong,1.1,4,0,5
2016-01-30,Sinan,3.8,0,7,5
2016-01-30,Goheung,3.9,0,0,5
2016-01-30,Gochang,1.7,0,5,5
2016-01-30,Andong,1.8,0,1,5
2016-01-30,Uiseong,1.8,0,0,5
2016-01-31,Sinan,1.2,0,0,6
2016-01-31,Goheung,0.7,0,7,6
2016-01-31,Gochang,-1.3,0,1,6
2016-01-31,Andong,-0.7,0,8,6
2016-01-31,Uiseong,-0.9,0,6,6
2016-02-01,Sinan,0.1,0,2,6
2016-02-01,Goheung,-1.2,0,8,6
2016-02-01,Gochang,-2.6,0,3,6
2016-02-01,Andong,-3,0,10,6
2016-02-01,Uiseong,-3.6,0,9,6
2016-02-02,Sinan,0.9,0,0,6
2016-02-02,Goheung,-1.2,0,9,6
2016-02-02,Gochang,-3.7,0,9,6
2016-02-02,Andong,-4.3,0,10,6
2016-02-02,Uiseong,-5.9,0,9,6
2016-02-03,Sinan,3.5,0,8,6
2016-02-03,Goheung,-0.2,0,9,6
2016-02-03,Gochang,-2,0,10,6
2016-02-03,Andong,-4.1,0,10,6
2016-02-03,Uiseong,-4.7,0,9,6
2016-02-04,Sinan,4.1,0,7,6
2016-02-04,Goheung,1.9,0,6,6
2016-02-04,Gochang,-0.4,0,6,6
2016-02-04,Andong,-0.5,0,9,6
2016-02-04,Uiseong,-2.6,0,7,6
2016-02-05,Sinan,3.4,0,8,6
2016-02-05,Goheung,2.1,0,9,6
2016-02-05,Gochang,-0.5,0,9,6
2016-02-05,Andong,-0.9,0,10,6
2016-02-05,Uiseong,-2.8,0,9,6
2016-02-06,Sinan,1.5,0,2,6
2016-02-06,Goheung,-0.3,0,8,6
2016-02-06,Gochang,-0.9,0.2,3,6
2016-02-06,Andong,-1.4,0,10,6
2016-02-06,Uiseong,-3.6,0,9,6
2016-02-07,Sinan,1.9,0.2,2,7
2016-02-07,Goheung,-0.1,0,9,7
2016-02-07,Gochang,-1.5,0,9,7
2016-02-07,Andong,-2.9,0,10,7
2016-02-07,Uiseong,-4.8,0,9,7
2016-02-08,Sinan,6.1,0,10,7
2016-02-08,Goheung,3.2,0,9,7
2016-02-08,Gochang,2.7,0,9,7
2016-02-08,Andong,-0.2,0,9,7
2016-02-08,Uiseong,-2.1,0,7,7
2016-02-09,Sinan,4.8,0,10,7
2016-02-09,Goheung,4.5,0,9,7
2016-02-09,Gochang,2.2,0,10,7
2016-02-09,Andong,2.1,0,10,7
2016-02-09,Uiseong,2.1,0,10,7
2016-02-10,Sinan,6,0,10,7
2016-02-10,Goheung,2.1,0,9,7
2016-02-10,Gochang,5.2,0,9,7
2016-02-10,Andong,1.6,0,10,7
2016-02-10,Uiseong,-0.5,0,10,7
2016-02-11,Sinan,8.7,6.1,1,7
2016-02-11,Goheung,8.9,0,6,7
2016-02-11,Gochang,12.1,0.5,3,7
2016-02-11,Andong,4.2,0,8,7
2016-02-11,Uiseong,2.6,0,7,7
2016-02-12,Sinan,11.5,17.5,0,7
2016-02-12,Goheung,13.7,36.8,0,7
2016-02-12,Gochang,14.5,12,0,7
2016-02-12,Andong,6.7,23.4,0,7
2016-02-12,Uiseong,6.8,10,0,7
2016-02-13,Sinan,9.8,2.5,0,7
2016-02-13,Goheung,12.9,16.6,0,7
2016-02-13,Gochang,14.4,7,1,7
2016-02-13,Andong,12,4.4,3,7
2016-02-13,Uiseong,12.1,4.5,1,7
2016-02-14,Sinan,0.4,0.1,1,8
2016-02-14,Goheung,1.6,0,1,8
2016-02-14,Gochang,0.7,1,1,8
2016-02-14,Andong,1.6,0,3,8
2016-02-14,Uiseong,2.5,0,2,8
2016-02-15,Sinan,-1.1,0.1,4,8
2016-02-15,Goheung,-1.4,0,8,8
2016-02-15,Gochang,-2.3,1.5,4,8
2016-02-15,Andong,-4,0,10,8
2016-02-15,Uiseong,-3.2,0,10,8
2016-02-16,Sinan,3.1,0,6,8
2016-02-16,Goheung,2.2,0,5,8
2016-02-16,Gochang,1.7,0.5,2,8
2016-02-16,Andong,-1.3,0,7,8
2016-02-16,Uiseong,-2,0,4,8
2016-02-17,Sinan,4.1,0,8,8
2016-02-17,Goheung,3.1,0.1,9,8
2016-02-17,Gochang,2.1,0,10,8
2016-02-17,Andong,0.7,0,10,8
2016-02-17,Uiseong,-0.5,0,10,8
2016-02-18,Sinan,7.1,0,9,8
2016-02-18,Goheung,3.2,0,9,8
2016-02-18,Gochang,4.8,0,9,8
2016-02-18,Andong,1.4,0,8,8
2016-02-18,Uiseong,-0.1,0,7,8
2016-02-19,Sinan,5.3,0,6,8
2016-02-19,Goheung,5.7,0,5,8
2016-02-19,Gochang,4.8,0,3,8
2016-02-19,Andong,2.4,0,2,8
2016-02-19,Uiseong,1,0,2,8
2016-02-20,Sinan,3.9,0,8,8
2016-02-20,Goheung,5.4,0,7,8
2016-02-20,Gochang,3.3,0,8,8
2016-02-20,Andong,3,0,8,8
2016-02-20,Uiseong,3.4,0,7,8
2016-02-21,Sinan,3,0,8,9
2016-02-21,Goheung,2.1,0,9,9
2016-02-21,Gochang,1.3,0,9,9
2016-02-21,Andong,0.3,0,10,9
2016-02-21,Uiseong,-0.3,0,10,9
2016-02-22,Sinan,3.2,0,0,9
2016-02-22,Goheung,3.7,0,0,9
2016-02-22,Gochang,2.8,0,0,9
2016-02-22,Andong,2.1,0,6,9
2016-02-22,Uiseong,1.9,0,3,9
2016-02-23,Sinan,3.6,0,3,9
2016-02-23,Goheung,4.7,0,8,9
2016-02-23,Gochang,3,0,5,9
2016-02-23,Andong,3.4,0,8,9
2016-02-23,Uiseong,3.1,0,7,9
2016-02-24,Sinan,0.8,0.1,5,9
2016-02-24,Goheung,0,0,10,9
2016-02-24,Gochang,-0.9,0,4,9
2016-02-24,Andong,-1,0,7,9
2016-02-24,Uiseong,-1.4,0,7,9
2016-02-25,Sinan,3.8,0,10,9
2016-02-25,Goheung,0.6,0,10,9
2016-02-25,Gochang,0.8,0,10,9
2016-02-25,Andong,-0.4,0,10,9
2016-02-25,Uiseong,-2.2,0,10,9
2016-02-26,Sinan,7,0,5,9
2016-02-26,Goheung,3.2,0,6,9
2016-02-26,Gochang,4,1.5,0,9
2016-02-26,Andong,2.3,0.8,6,9
2016-02-26,Uiseong,1.2,0.5,1,9
2016-02-27,Sinan,7.1,0,8,9
2016-02-27,Goheung,8.6,1.1,9,9
2016-02-27,Gochang,7.8,0,6,9
2016-02-27,Andong,4,0.1,8,9
2016-02-27,Uiseong,3.5,0.3,6,9
2016-02-28,Sinan,7.1,1.5,3,10
2016-02-28,Goheung,7.5,1.7,4,10
2016-02-28,Gochang,6.2,4,1,10
2016-02-28,Andong,3.2,4.1,1,10
2016-02-28,Uiseong,3.9,2,2,10
2016-02-29,Sinan,0.3,0,4,10
2016-02-29,Goheung,-0.5,0,6,10
2016-02-29,Gochang,-0.5,0.5,3,10
2016-02-29,Andong,-2.6,0,8,10
2016-02-29,Uiseong,-2.2,0,6,10
2016-03-01,Sinan,1.7,0,10,10
2016-03-01,Goheung,0.1,0,10,10
2016-03-01,Gochang,-0.5,0,8,10
2016-03-01,Andong,-2.3,0,11,10
2016-03-01,Uiseong,-3.3,0,10,10
2016-03-02,Sinan,6.7,0,11,10
2016-03-02,Goheung,2.7,0,10,10
2016-03-02,Gochang,4.7,0,10,10
2016-03-02,Andong,2.2,0,10,10
2016-03-02,Uiseong,0.3,0,10,10
2016-03-03,Sinan,9,0,3,10
2016-03-03,Goheung,7.8,0,9,10
2016-03-03,Gochang,11.4,0,10,10
2016-03-03,Andong,5.5,0,11,10
2016-03-03,Uiseong,3.9,0,10,10
2016-03-04,Sinan,11.7,0,5,10
2016-03-04,Goheung,11.4,20.4,0,10
2016-03-04,Gochang,13.9,0.1,0,10
2016-03-04,Andong,0,4,3,10
2016-03-04,Uiseong,0,2.9,1,10
2016-03-05,Sinan,11.1,29,0,10
2016-03-05,Goheung,14.7,19.3,0,10
2016-03-05,Gochang,15.2,2,1,10
2016-03-05,Andong,10.5,34.2,1,10
2016-03-05,Uiseong,12,38,1,10
2016-03-06,Sinan,6.5,0,8,11
2016-03-06,Goheung,12.4,0.3,5,11
2016-03-06,Gochang,8.9,0,7,11
2016-03-06,Andong,12.1,0.8,6,11
2016-03-06,Uiseong,11.9,2,6,11
2016-03-07,Sinan,8.1,0,2,11
2016-03-07,Goheung,11,0,5,11
2016-03-07,Gochang,10.2,0,4,11
2016-03-07,Andong,9.6,0,5,11
2016-03-07,Uiseong,8.6,0,4,11
2016-03-08,Sinan,4,5.7,0,11
2016-03-08,Goheung,7.1,16.4,0,11
2016-03-08,Gochang,5.9,1,0,11
2016-03-08,Andong,6.6,0,0,11
2016-03-08,Uiseong,6.8,0,0,11
2016-03-09,Sinan,1.8,0,8,11
2016-03-09,Goheung,4.1,9.6,7,11
2016-03-09,Gochang,2.4,0,7,11
2016-03-09,Andong,4.6,0,7,11
2016-03-09,Uiseong,5.2,0,7,11
2016-03-10,Sinan,2,0,9,11
2016-03-10,Goheung,2.4,0,9,11
2016-03-10,Gochang,0.9,0,10,11
2016-03-10,Andong,1.5,0,11,11
2016-03-10,Uiseong,0.8,0,10,11
2016-03-11,Sinan,2.3,0,9,11
2016-03-11,Goheung,1.6,0,10,11
2016-03-11,Gochang,0.1,0,10,11
2016-03-11,Andong,0.4,0,11,11
2016-03-11,Uiseong,-0.9,0,11,11
2016-03-12,Sinan,4.4,0,9,11
2016-03-12,Goheung,2.9,0,10,11
2016-03-12,Gochang,2.6,0,9,11
2016-03-12,Andong,1.9,0,11,11
2016-03-12,Uiseong,0.5,0,10,11
2016-03-13,Sinan,4.9,0,0,12
2016-03-13,Goheung,4.1,1.8,0,12
2016-03-13,Gochang,4.7,0,0,12
2016-03-13,Andong,3.3,0,0,12
