days,region,temperature,rainfall,daylight,weeks
2018-12-14,Sinan,4,0,1,50
2018-12-14,Goheung,0.5,0,8,50
2018-12-14,Gochang,-1.6,0,7,50
2018-12-14,Andong,-4,0,9,50
2018-12-14,Uiseong,-5.7,0,9,50
2018-12-17,Sinan,8.1,0,8,51
2018-12-17,Goheung,5.9,0,5,51
2018-12-17,Gochang,2.7,0.3,5,51
2018-12-17,Andong,1.6,0,8,51
2018-12-17,Uiseong,-0.6,0,8,51
2018-12-18,Sinan,8.7,0,8,51
2018-12-18,Goheung,3.5,0,8,51
2018-12-18,Gochang,3.5,0,8,51
2018-12-18,Andong,1.2,0,8,51
2018-12-18,Uiseong,-0.8,0,7,51
2018-12-20,Sinan,10.3,0,0,51
2018-12-20,Goheung,8.2,0,0,51
2018-12-20,Gochang,5.7,0,0,51
2018-12-20,Andong,1.7,0,0,51
2018-12-20,Uiseong,0.8,0,0,51
2018-12-21,Sinan,10.1,0,0,51
2018-12-21,Goheung,8.6,0,0,51
2018-12-21,Gochang,5,0,0,51
2018-12-21,Andong,3.1,0,0,51
2018-12-21,Uiseong,1.5,0,0,51
2018-12-24,Sinan,4.2,0,0,52
2018-12-24,Goheung,1.8,0,0,52
2018-12-24,Gochang,-0.3,0,0,52
2018-12-24,Andong,-0.7,0,0,52
2018-12-24,Uiseong,-2.9,0,0,52
2018-12-26,Sinan,4.8,1.1,0,52
2018-12-26,Goheung,4.6,0,0,52
2018-12-26,Gochang,1.5,0.1,0,52
2018-12-26,Andong,1.9,0,0,52
2018-12-26,Uiseong,2.4,0,0,52
2018-12-27,Sinan,-0.1,0,0,52
2018-12-27,Goheung,-1.7,0,0,52
2018-12-27,Gochang,-5,0,0,52
2018-12-27,Andong,-5.5,0,0,52
2018-12-27,Uiseong,-4,0,0,52
2018-12-28,Sinan,-0.2,0,0,52
2018-12-28,Goheung,-4,0,0,52
2018-12-28,Gochang,-7.7,1.5,0,52
2018-12-28,Andong,-7.9,0,0,52
2018-12-28,Uiseong,-8.5,0,0,52
2019-01-02,Sinan,3.2,0,0,1
2019-01-02,Goheung,0.6,0,0,1
2019-01-02,Gochang,-2.1,0,0,1
2019-01-02,Andong,-3,0,0,1
2019-01-02,Uiseong,-5.6,0,0,1
2019-01-03,Sinan,3.5,0,0,1
2019-01-03,Goheung,0.2,0,0,1
2019-01-03,Gochang,-2.6,0,0,1
2019-01-03,Andong,-2.8,0,0,1
2019-01-03,Uiseong,-5.7,0,0,1
2019-01-04,Sinan,3.8,0,0,1
2019-01-04,Goheung,-0.1,0,0,1
2019-01-04,Gochang,-99,0,0,1
2019-01-04,Andong,-2.1,0,0,1
2019-01-04,Uiseong,-3.8,0,0,1
2019-01-07,Sinan,4.7,0,4,2
2019-01-07,Goheung,2.6,0,8,2
2019-01-07,Gochang,-1,0,7,2
2019-01-07,Andong,-2,0,8,2
2019-01-07,Uiseong,-3.6,0,8,2
2019-01-08,Sinan,4.3,0,2,2
2019-01-08,Goheung,1.8,0,8,2
2019-01-08,Gochang,-0.9,0,6,2
2019-01-08,Andong,-1,0,9,2
2019-01-08,Uiseong,-1.8,0,9,2
2019-01-09,Sinan,1.3,0,3,2
2019-01-09,Goheung,-0.3,0,3,2
2019-01-09,Gochang,-3.3,0,5,2
2019-01-09,Andong,-4.6,0,8,2
2019-01-09,Uiseong,-5.4,0,7,2
2019-01-10,Sinan,4.5,0.2,0,2
2019-01-10,Goheung,3.2,0,5,2
2019-01-10,Gochang,0,0,3,2
2019-01-10,Andong,-0.9,0,8,2
2019-01-10,Uiseong,-1.5,0,7,2
2019-01-11,Sinan,4.8,0.6,5,2
2019-01-11,Goheung,4,0,7,2
2019-01-11,Gochang,1.9,0,7,2
2019-01-11,Andong,0.6,0,8,2
2019-01-11,Uiseong,-0.8,0,8,2
2019-01-12,Sinan,5.9,1.4,1,2
2019-01-12,Goheung,4.9,0,6,2
2019-01-12,Gochang,2.6,3.5,5,2
2019-01-12,Andong,1.3,3.3,0,2
2019-01-12,Uiseong,1.8,3.5,0,2
2019-01-13,Sinan,6.1,0,7,3
2019-01-13,Goheung,1.9,0,8,3
2019-01-13,Gochang,0.3,0,8,3
2019-01-13,Andong,-0.3,0,2,3
2019-01-13,Uiseong,0.8,0,3,3
2019-01-14,Sinan,5.6,0,4,3
2019-01-14,Goheung,1.1,0,8,3
2019-01-14,Gochang,-0.3,0,6,3
2019-01-14,Andong,-1.4,0,2,3
2019-01-14,Uiseong,-0.8,0,2,3
2019-01-15,Sinan,4.2,0,6,3
2019-01-15,Goheung,3.4,0,5,3
2019-01-15,Gochang,0.4,0,3,3
2019-01-15,Andong,-0.2,0,6,3
2019-01-15,Uiseong,0.2,0,6,3
2019-01-16,Sinan,1.1,0,0,3
2019-01-16,Goheung,-1.2,0,8,3
2019-01-16,Gochang,-3.4,0,9,3
2019-01-16,Andong,-4.1,0,9,3
2019-01-16,Uiseong,-4.6,0,9,3
2019-01-17,Sinan,3.8,0,6,3
2019-01-17,Goheung,2.2,0,8,3
2019-01-17,Gochang,-0.2,0,5,3
2019-01-17,Andong,0.2,0,8,3
2019-01-17,Uiseong,-1.6,0,5,3
2019-01-18,Sinan,5.2,0,9,3
2019-01-18,Goheung,2.3,0,8,3
2019-01-18,Gochang,-0.1,0,8,3
2019-01-18,Andong,0.3,0,9,3
2019-01-18,Uiseong,-2,0,9,3
2019-01-19,Sinan,4.7,2.3,1,3
2019-01-19,Goheung,2.9,0,3,3
2019-01-19,Gochang,1.8,1.5,3,3
2019-01-19,Andong,1.6,0,5,3
2019-01-19,Uiseong,1.3,0,4,3
2019-01-20,Sinan,3.8,0,6,4
2019-01-20,Goheung,3.1,0,8,4
2019-01-20,Gochang,0.9,0,7,4
2019-01-20,Andong,1.3,0,9,4
2019-01-20,Uiseong,1.3,0,9,4
2019-01-21,Sinan,4.9,0,9,4
2019-01-21,Goheung,2.8,0,8,4
2019-01-21,Gochang,0.2,0,7,4
2019-01-21,Andong,0,0,10,4
2019-01-21,Uiseong,-1,0,9,4
2019-01-22,Sinan,7,0,9,4
2019-01-22,Goheung,4.6,0,8,4
2019-01-22,Gochang,1.1,0,9,4
2019-01-22,Andong,2.6,0,9,4
2019-01-22,Uiseong,1.1,0,9,4
2019-01-23,Sinan,6.7,0,9,4
2019-01-23,Goheung,4.9,0,8,4
2019-01-23,Gochang,2,0,8,4
2019-01-23,Andong,2.4,0,9,4
2019-01-23,Uiseong,0.4,0,8,4
2019-01-24,Sinan,4.7,0,9,4
2019-01-24,Goheung,3.1,0,8,4
2019-01-24,Gochang,-0.4,0,9,4
2019-01-24,Andong,0.1,0,10,4
2019-01-24,Uiseong,-2.1,0,9,4
2019-01-25,Sinan,3.7,0,1,4
2019-01-25,Goheung,1.4,0,5,4
2019-01-25,Gochang,-0.7,0,3,4
2019-01-25,Andong,-1.3,0,9,4
2019-01-25,Uiseong,-2.5,0,9,4
2019-01-26,Sinan,2.6,0,5,4
2019-01-26,Goheung,-0.1,0,8,4
2019-01-26,Gochang,-2.5,0,8,4
2019-01-26,Andong,-2.3,0,10,4
2019-01-26,Uiseong,-4.4,0,9,4
2019-01-27,Sinan,4.5,0,7,5
2019-01-27,Goheung,0.8,0,8,5
2019-01-27,Gochang,-1,0,9,5
2019-01-27,Andong,-1.5,0,9,5
2019-01-27,Uiseong,-3.7,0,9,5
2019-01-28,Sinan,5.5,0,6,5
2019-01-28,Goheung,4.3,0,6,5
2019-01-28,Gochang,2.3,0,7,5
2019-01-28,Andong,2.1,0,9,5
2019-01-28,Uiseong,0.4,0,8,5
2019-01-29,Sinan,3.1,0,9,5
2019-01-29,Goheung,0,0,8,5
2019-01-29,Gochang,-1.1,0,9,5
2019-01-29,Andong,-1.1,0,10,5
2019-01-29,Uiseong,-2.2,0,9,5
2019-01-30,Sinan,4.9,0,0,5
2019-01-30,Goheung,5.1,0,4,5
2019-01-30,Gochang,2.2,0,5,5
2019-01-30,Andong,2.7,0,9,5
2019-01-30,Uiseong,1.6,0,8,5
2019-01-31,Sinan,1.7,6.1,3,5
2019-01-31,Goheung,0.4,12.7,2,5
2019-01-31,Gochang,-0.6,8.5,3,5
2019-01-31,Andong,0.9,0.3,2,5
2019-01-31,Uiseong,-0.2,1.5,1,5
2019-02-01,Sinan,3.1,0,7,5
2019-02-01,Goheung,0.1,0,7,5
2019-02-01,Gochang,-1.3,0,7,5
2019-02-01,Andong,-1.3,0,10,5
2019-02-01,Uiseong,-3.3,0,9,5
2019-02-02,Sinan,7.5,1,5,5
2019-02-02,Goheung,2.6,0,5,5
2019-02-02,Gochang,3.8,0,5,5
2019-02-02,Andong,2.1,0,10,5
2019-02-02,Uiseong,-0.4,0,9,5
2019-02-03,Sinan,8.7,8.4,0,6
2019-02-03,Goheung,7.6,10.7,0,6
2019-02-03,Gochang,8,11,0,6
2019-02-03,Andong,3.4,11.8,0,6
2019-02-03,Uiseong,3.4,8.5,0,6
2019-02-04,Sinan,4.3,0,9,6
2019-02-04,Goheung,3.9,0,9,6
2019-02-04,Gochang,1.7,0,8,6
2019-02-04,Andong,2.7,0,10,6
2019-02-04,Uiseong,2.2,0,9,6
2019-02-05,Sinan,6.3,0,8,6
2019-02-05,Goheung,3.3,0,9,6
2019-02-05,Gochang,3.6,0,9,6
2019-02-05,Andong,1.8,0,9,6
2019-02-05,Uiseong,0.8,0,8,6
2019-02-06,Sinan,8.7,0,6,6
2019-02-06,Goheung,5.4,0,3,6
2019-02-06,Gochang,6.5,0,5,6
2019-02-06,Andong,4.5,0,7,6
2019-02-06,Uiseong,3.9,0,8,6
2019-02-07,Sinan,2.3,0,3,6
2019-02-07,Goheung,3.4,0,1,6
2019-02-07,Gochang,0.6,0,5,6
2019-02-07,Andong,2.8,0,7,6
2019-02-07,Uiseong,2.7,0,6,6
2019-02-08,Sinan,0.2,0,5,6
2019-02-08,Goheung,0.4,0,7,6
2019-02-08,Gochang,-3.2,0,8,6
2019-02-08,Andong,-1.8,0,8,6
2019-02-08,Uiseong,-1.8,0,8,6
2019-02-09,Sinan,0.5,0,2,6
2019-02-09,Goheung,0.2,0,7,6
2019-02-09,Gochang,-2.6,0,8,6
2019-02-09,Andong,-1.4,0,9,6
2019-02-09,Uiseong,-1.3,0,9,6
2019-02-10,Sinan,0.6,0,1,7
2019-02-10,Goheung,0.2,0,4,7
2019-02-10,Gochang,-2.6,0,2,7
2019-02-10,Andong,-1.8,0,2,7
2019-02-10,Uiseong,-1.2,0,3,7
2019-02-11,Sinan,2,0,3,7
2019-02-11,Goheung,0.2,0,9,7
2019-02-11,Gochang,-1.9,0,8,7
2019-02-11,Andong,-0.8,0,10,7
2019-02-11,Uiseong,-0.8,0,10,7
2019-02-12,Sinan,2.9,0,7,7
2019-02-12,Goheung,1.1,0,8,7
2019-02-12,Gochang,-0.4,0,7,7
2019-02-12,Andong,-0.7,0,8,7
2019-02-12,Uiseong,-1.8,0,8,7
2019-02-13,Sinan,2.7,0,9,7
2019-02-13,Goheung,2.7,0,9,7
2019-02-13,Gochang,0,0,10,7
2019-02-13,Andong,0.1,0,9,7
2019-02-13,Uiseong,-0.9,0,10,7
2019-02-14,Sinan,1.9,0,7,7
2019-02-14,Goheung,1.9,0,5,7
2019-02-14,Gochang,-0.3,0,8,7
2019-02-14,Andong,0.7,0,5,7
2019-02-14,Uiseong,0.1,0,5,7
2019-02-15,Sinan,3.9,0,0,7
2019-02-15,Goheung,3,0,0,7
2019-02-15,Gochang,1.1,0,1,7
2019-02-15,Andong,2,0,0,7
2019-02-15,Uiseong,2.8,0,4,7
2019-02-16,Sinan,1.9,0,1,7
2019-02-16,Goheung,1.1,0,7,7
2019-02-16,Gochang,-1.3,0,3,7
2019-02-16,Andong,-0.6,0,9,7
2019-02-16,Uiseong,-0.3,0,8,7
2019-02-17,Sinan,2.7,0,6,8
2019-02-17,Goheung,1.2,0,9,8
2019-02-17,Gochang,-0.7,0,10,8
2019-02-17,Andong,-0.6,0,10,8
2019-02-17,Uiseong,-2.2,0,10,8
2019-02-18,Sinan,2.9,4.7,0,8
2019-02-18,Goheung,2.7,0,0,8
2019-02-18,Gochang,0.4,0.2,0,8
2019-02-18,Andong,1.5,0,6,8
2019-02-18,Uiseong,1.3,0,6,8
2019-02-19,Sinan,4.2,12.8,0,8
2019-02-19,Goheung,5.2,27.7,2,8
2019-02-19,Gochang,1.6,18,0,8
2019-02-19,Andong,1.5,18.3,0,8
2019-02-19,Uiseong,2.6,14.5,0,8
2019-02-20,Sinan,5.1,0,5,8
2019-02-20,Goheung,3.6,0,7,8
2019-02-20,Gochang,1,0,4,8
2019-02-20,Andong,1.5,0,5,8
2019-02-20,Uiseong,1.7,0,4,8
2019-02-21,Sinan,4.6,0,8,8
2019-02-21,Goheung,4.1,0,9,8
2019-02-21,Gochang,1.2,0,9,8
2019-02-21,Andong,1.3,0,8,8
2019-02-21,Uiseong,1.3,0,9,8
2019-02-22,Sinan,5.2,0,0,8
2019-02-22,Goheung,6.2,0,1,8
2019-02-22,Gochang,2.1,0,4,8
2019-02-22,Andong,3.1,0,9,8
2019-02-22,Uiseong,2.9,0,6,8
2019-02-23,Sinan,6,0,10,8
2019-02-23,Goheung,5.9,0,9,8
2019-02-23,Gochang,3.5,0,10,8
2019-02-23,Andong,4,0,8,8
2019-02-23,Uiseong,3.5,0,8,8
2019-02-24,Sinan,8.2,0,10,9
2019-02-24,Goheung,7.4,0,10,9
2019-02-24,Gochang,5.5,0,10,9
2019-02-24,Andong,5,0,10,9
2019-02-24,Uiseong,4.1,0,10,9
2019-02-25,Sinan,6.2,0,10,9
2019-02-25,Goheung,8,0,9,9
2019-02-25,Gochang,2.9,0,9,9
2019-02-25,Andong,6.9,0,10,9
2019-02-25,Uiseong,5.2,0,9,9
2019-02-26,Sinan,6,0,9,9
2019-02-26,Goheung,6.4,0,9,9
2019-02-26,Gochang,3.4,0,7,9
2019-02-26,Andong,5.4,0,10,9
2019-02-26,Uiseong,3.9,0,10,9
2019-02-27,Sinan,6.1,0.3,0,9
2019-02-27,Goheung,7.8,2.2,0,9
2019-02-27,Gochang,6.5,0,2,9
2019-02-27,Andong,7.2,0,2,9
2019-02-27,Uiseong,7.6,0,1,9
2019-02-28,Sinan,6.7,0,5,9
2019-02-28,Goheung,8.8,0,9,9
2019-02-28,Gochang,5,0,7,9
2019-02-28,Andong,6.8,0,7,9
2019-02-28,Uiseong,6.6,0,6,9
2019-03-01,Sinan,7,0,8,9
2019-03-01,Goheung,6.9,0,9,9
2019-03-01,Gochang,4.8,0,9,9
2019-03-01,Andong,5.3,0,10,9
2019-03-01,Uiseong,4.2,0,10,9
2019-03-04,Sinan,8,0,8,10
2019-03-04,Goheung,10.2,0,8,10
2019-03-04,Gochang,6.8,0,8,10
2019-03-04,Andong,9,0,9,10
2019-03-04,Uiseong,8.8,0,7,10
2019-03-05,Sinan,8.1,0,0,10
2019-03-05,Goheung,8.3,0,3,10
2019-03-05,Gochang,6.4,0,1,10
2019-03-05,Andong,7.9,0,8,10
2019-03-05,Uiseong,7.3,0,6,10
2019-03-06,Sinan,8,1,7,10
2019-03-06,Goheung,8.9,3.6,4,10
2019-03-06,Gochang,8.3,0,7,10
2019-03-06,Andong,10.1,0,7,10
2019-03-06,Uiseong,10,0,5,10
2019-03-07,Sinan,5.8,0,10,10
2019-03-07,Goheung,7.3,0,10,10
2019-03-07,Gochang,4.5,0,8,10
2019-03-07,Andong,7,0.8,6,10
2019-03-07,Uiseong,6.5,0.1,5,10
2019-03-08,Sinan,5.9,0,11,10
2019-03-08,Goheung,5.8,0,10,10
2019-03-08,Gochang,4,0,10,10
2019-03-08,Andong,6,0,9,10
2019-03-08,Uiseong,5,0,10,10
2019-03-09,Sinan,8,3.6,1,10
2019-03-09,Goheung,7.5,1.1,6,10
2019-03-09,Gochang,7.8,0,8,10
2019-03-09,Andong,6.9,0,10,10
2019-03-09,Uiseong,6.1,0,9,10
2019-03-10,Sinan,6.9,10.6,3,11
2019-03-10,Goheung,7.3,22.9,0,11
2019-03-10,Gochang,7.1,6,0,11
2019-03-10,Andong,5.9,3.7,0,11
2019-03-10,Uiseong,6.5,6.5,0,11
2019-03-11,Sinan,7.4,3.4,3,11
2019-03-11,Goheung,6.4,1.9,6,11
2019-03-11,Gochang,4.6,1.7,1,11
2019-03-11,Andong,5.4,0,3,11
2019-03-11,Uiseong,7,0,3,11
2019-03-12,Sinan,6.9,0,7,11
2019-03-12,Goheung,7,0,9,11
2019-03-12,Gochang,5.1,1.2,3,11
2019-03-12,Andong,5.3,1.4,7,11
2019-03-12,Uiseong,6.5,0.5,7,11
2019-03-13,Sinan,6.8,0,9,11
2019-03-13,Goheung,5,0,10,11
2019-03-13,Gochang,3.3,0,9,11
2019-03-13,Andong,2.6,0,10,11
2019-03-13,Uiseong,3.1,0,10,11
2019-03-15,Sinan,8.1,0,10,11
2019-03-15,Goheung,7.3,1.9,8,11
2019-03-15,Gochang,7.1,2.2,4,11
2019-03-15,Andong,4.3,7.5,7,11
2019-03-15,Uiseong,5.4,1.5,6,11
2019-03-16,Sinan,7.8,0,11,11
2019-03-16,Goheung,6.6,0,10,11
2019-03-16,Gochang,6,0,9,11
2019-03-16,Andong,4.4,0,9,11
2019-03-16,Uiseong,4.8,0,9,11
2019-03-17,Sinan,7.6,0,11,12
2019-03-17,Goheung,8.1,0,11,12
2019-03-17,Gochang,5.6,0,11,12
2019-03-17,Andong,5.3,0,11,12
2019-03-17,Uiseong,4.7,0,11,12
2019-03-18,Sinan,7.5,0,5,12
2019-03-18,Goheung,7.5,0,4,12
2019-03-18,Gochang,6.2,0,7,12
2019-03-18,Andong,6.4,0,9,12
2019-03-18,Uiseong,6,0,8,12
2019-03-19,Sinan,11.1,0,10,12
2019-03-19,Goheung,11,0,10,12
2019-03-19,Gochang,8.9,0,10,12
2019-03-19,Andong,11,0,11,12
2019-03-19,Uiseong,9.8,0,10,12
2019-03-20,Sinan,11.1,12.3,0,12
2019-03-20,Goheung,12,40.2,1,12
2019-03-20,Gochang,12.7,6.3,0,12
2019-03-20,Andong,10.2,6.8,3,12
2019-03-20,Uiseong,10.5,5,1,12
2019-03-21,Sinan,7.3,0,0,12
2019-03-21,Goheung,9.7,0,3,12
2019-03-21,Gochang,7.3,0.6,1,12
2019-03-21,Andong,9.3,5.2,2,12
2019-03-21,Uiseong,10.8,1,1,12
2019-03-22,Sinan,5,0,10,12
2019-03-22,Goheung,6,0,10,12
2019-03-22,Gochang,3.5,0,9,12
2019-03-22,Andong,5,0,10,12
2019-03-22,Uiseong,5.4,0,9,12
2019-03-23,Sinan,6.3,0,10,12
2019-03-23,Goheung,5.3,0,8,12
2019-03-23,Gochang,3.7,0,9,12
2019-03-23,Andong,3,2.1,8,12
2019-03-23,Uiseong,3.1,1,8,12
2019-03-24,Sinan,6.6,0,11,13
2019-03-24,Goheung,4.4,0,11,13
2019-03-24,Gochang,3.1,0,11,13
2019-03-24,Andong,4.2,0,12,13
2019-03-24,Uiseong,4.1,0,10,13
2019-03-25,Sinan,8.7,0,7,13
2019-03-25,Goheung,6.4,0,2,13
2019-03-25,Gochang,6.5,0,10,13
2019-03-25,Andong,7,0,10,13
2019-03-25,Uiseong,6.4,0,9,13
2019-03-26,Sinan,12.3,0,11,13
2019-03-26,Goheung,11,0,10,13
2019-03-26,Gochang,10.5,0,8,13
2019-03-26,Andong,10,0,11,13
2019-03-26,Uiseong,8.3,0,9,13
2019-03-27,Sinan,13.2,0,9,13
2019-03-27,Goheung,12.9,0,10,13
2019-03-27,Gochang,13.3,0,10,13
2019-03-27,Andong,12.3,0,10,13
2019-03-27,Uiseong,12.5,0,9,13
2019-03-28,Sinan,8.1,0,8,13
2019-03-28,Goheung,13.3,0,8,13
2019-03-28,Gochang,9,0,7,13
2019-03-28,Andong,9.3,0,6,13
2019-03-28,Uiseong,10.5,0,7,13
2019-03-29,Sinan,8.2,0,9,13
2019-03-29,Goheung,12.1,0,9,13
2019-03-29,Gochang,9.6,0,10,13
2019-03-29,Andong,9.4,0,7,13
2019-03-29,Uiseong,10.7,0,7,13
2019-03-30,Sinan,7.8,0.4,10,13
2019-03-30,Goheung,9.2,0.1,10,13
2019-03-30,Gochang,6.4,3.2,6,13
2019-03-30,Andong,5.9,5.7,5,13
2019-03-30,Uiseong,8,7,3,13
2019-03-31,Sinan,6.7,0,11,14
2019-03-31,Goheung,6.3,0,11,14
2019-03-31,Gochang,5.4,0,10,14
2019-03-31,Andong,3.8,0,4,14
2019-03-31,Uiseong,4.9,0,5,14
2019-04-01,Sinan,8.5,0,11,14
2019-04-01,Goheung,7.2,0,11,14
2019-04-01,Gochang,6,0,11,14
2019-04-01,Andong,4.4,0,11,14
2019-04-01,Uiseong,4,0,10,14
2019-04-02,Sinan,7.4,0,11,14
2019-04-02,Goheung,8.3,0,11,14
2019-04-02,Gochang,5.7,0,11,14
2019-04-02,Andong,5.6,0,12,14
2019-04-02,Uiseong,5.2,0,11,14
2019-04-03,Sinan,8,0,12,14
2019-04-03,Goheung,6.9,0,11,14
2019-04-03,Gochang,5.4,0,11,14
2019-04-03,Andong,7.1,0,12,14
2019-04-03,Uiseong,6.8,0,11,14
2019-04-04,Sinan,9.5,0,12,14
2019-04-04,Goheung,9.5,0,11,14
2019-04-04,Gochang,7.8,0,11,14
2019-04-04,Andong,10.6,0,12,14
2019-04-04,Uiseong,8.9,0,11,14
2019-04-05,Sinan,11.4,0,11,14
2019-04-05,Goheung,12,0,11,14
2019-04-05,Gochang,9.7,0,6,14
2019-04-05,Andong,11.4,0,6,14
2019-04-05,Uiseong,9.7,0,7,14
2019-04-06,Sinan,10.3,0,7,14
2019-04-06,Goheung,12.4,0,11,14
2019-04-06,Gochang,11.7,0,11,14
2019-04-06,Andong,11.8,0,9,14
2019-04-06,Uiseong,11.2,0,9,14
2019-04-07,Sinan,9.8,21.7,0,15
2019-04-07,Goheung,12.5,11.6,0,15
2019-04-07,Gochang,11.1,0,0,15
2019-04-07,Andong,13.6,0,8,15
2019-04-07,Uiseong,13.9,0,6,15
2019-04-08,Sinan,10.6,0,11,15
2019-04-08,Goheung,13.9,0,11,15
2019-04-08,Gochang,10.5,0,11,15
2019-04-08,Andong,11.3,0,11,15
2019-04-08,Uiseong,11.3,0,10,15
2019-04-09,Sinan,8.9,49.9,2,15
2019-04-09,Goheung,10.3,19,3,15
2019-04-09,Gochang,10.3,36.4,3,15
2019-04-09,Andong,7,28.6,4,15
2019-04-09,Uiseong,7.6,28.5,3,15
2019-04-10,Sinan,7,0.7,1,15
2019-04-10,Goheung,8.4,4.1,0,15
2019-04-10,Gochang,7,3.2,0,15
2019-04-10,Andong,4.8,10.2,0,15
2019-04-10,Uiseong,7.3,9,0,15
2019-04-11,Sinan,8.5,0,3,15
2019-04-11,Goheung,9.2,0,2,15
2019-04-11,Gochang,8,0,5,15
2019-04-11,Andong,8.3,0,7,15
2019-04-11,Uiseong,8.8,0.1,5,15
2019-04-12,Sinan,10.2,0,9,15
2019-04-12,Goheung,10.8,0,11,15
2019-04-12,Gochang,9,0,11,15
2019-04-12,Andong,11.3,0,11,15
2019-04-12,Uiseong,10.7,0,10,15
2019-04-13,Sinan,10.6,0,5,15
2019-04-13,Goheung,10.9,0,5,15
2019-04-13,Gochang,10.3,0,8,15
2019-04-13,Andong,11.5,0,11,15
2019-04-13,Uiseong,10.6,0,10,15
2019-04-14,Sinan,10,0.3,5,16
2019-04-14,Goheung,11.2,0.2,2,16
2019-04-14,Gochang,9.1,3,3,16
2019-04-14,Andong,10.1,0,5,16
2019-04-14,Uiseong,10.2,0,3,16
2019-04-15,Sinan,12,0,12,16
2019-04-15,Goheung,11.1,0,11,16
2019-04-15,Gochang,9.5,0,12,16
2019-04-15,Andong,11.7,0,12,16
2019-04-15,Uiseong,10.5,0,12,16
2019-04-16,Sinan,12.7,0,6,16
2019-04-16,Goheung,12.9,0,10,16
2019-04-16,Gochang,13.5,0,9,16
2019-04-16,Andong,14.3,0,11,16
2019-04-16,Uiseong,13.1,0,10,16
2019-04-17,Sinan,13.9,0,11,16
2019-04-17,Goheung,13.6,3.1,4,16
2019-04-17,Gochang,14.4,0,7,16
2019-04-17,Andong,16.6,0,12,16
2019-04-17,Uiseong,15.7,0,11,16
2019-04-18,Sinan,13.2,0,11,16
2019-04-18,Goheung,14.9,0,11,16
2019-04-18,Gochang,14.9,0,11,16
2019-04-18,Andong,16.5,0,10,16
2019-04-18,Uiseong,16,0,9,16
2019-04-19,Sinan,12.2,0,0,16
2019-04-19,Goheung,13.5,0,0,16
2019-04-19,Gochang,14.7,0,2,16
2019-04-19,Andong,10.7,0,0,16
2019-04-19,Uiseong,12.3,0,0,16
2019-04-20,Sinan,13.4,0,7,16
2019-04-20,Goheung,13.9,0,11,16
2019-04-20,Gochang,16.1,0,6,16
2019-04-20,Andong,14.3,0,12,16
2019-04-20,Uiseong,15.1,0,11,16
2019-04-21,Sinan,14.5,0,2,17
2019-04-21,Goheung,16.8,0,4,17
2019-04-21,Gochang,16,0,2,17
2019-04-21,Andong,18,0,3,17
2019-04-21,Uiseong,18.2,0,2,17
2019-04-22,Sinan,16.1,0,10,17
2019-04-22,Goheung,16.8,0,11,17
2019-04-22,Gochang,17.4,0,11,17
2019-04-22,Andong,17,0,12,17
2019-04-22,Uiseong,18.1,0,11,17
2019-04-23,Sinan,13.4,10,0,17
2019-04-23,Goheung,14.6,15.1,0,17
2019-04-23,Gochang,16.7,2.2,0,17
2019-04-23,Andong,16.5,3,3,17
2019-04-23,Uiseong,17,6.5,3,17
2019-04-24,Sinan,13.7,0.8,0,17
2019-04-24,Goheung,16.9,0.9,0,17
2019-04-24,Gochang,16.5,0.1,1,17
2019-04-24,Andong,17.3,12,2,17
2019-04-24,Uiseong,18,7.5,1,17
2019-04-25,Sinan,11.9,0,4,17
2019-04-25,Goheung,14.2,0,0,17
2019-04-25,Gochang,13.3,2.7,0,17
2019-04-25,Andong,14.1,1,1,17
2019-04-25,Uiseong,15.3,0.5,1,17
2019-04-26,Sinan,9.6,0,0,17
2019-04-26,Goheung,10.6,0,1,17
2019-04-26,Gochang,8.9,1.9,0,17
2019-04-26,Andong,8.9,10.4,0,17
2019-04-26,Uiseong,10.2,7,0,17
2019-04-27,Sinan,10.8,0,8,17
2019-04-27,Goheung,10.9,0,9,17
2019-04-27,Gochang,11.8,0,8,17
2019-04-27,Andong,11.5,0,10,17
2019-04-27,Uiseong,11.8,0,10,17
2019-04-30,Sinan,11.7,0,10,18
2019-04-30,Goheung,14.7,0,3,18
2019-04-30,Gochang,13.2,0,4,18
2019-04-30,Andong,14.8,0,7,18
2019-04-30,Uiseong,14.6,0,3,18
2019-05-01,Sinan,11.6,0,0,18
2019-05-01,Goheung,15.9,0,8,18
2019-05-01,Gochang,12.2,0,10,18
2019-05-01,Andong,16,0,10,18
2019-05-01,Uiseong,15.6,0,9,18
2019-05-02,Sinan,14.7,0,12,18
2019-05-02,Goheung,15.7,0,12,18
2019-05-02,Gochang,12.8,0,12,18
2019-05-02,Andong,16.6,0,12,18
2019-05-02,Uiseong,15.5,0,12,18
2019-05-03,Sinan,16.7,0,12,18
2019-05-03,Goheung,15.2,0,12,18
2019-05-03,Gochang,15.2,0,12,18
2019-05-03,Andong,17.7,0,12,18
2019-05-03,Uiseong,16.5,0,13,18
2019-05-04,Sinan,18.4,0,10,18
2019-05-04,Goheung,16.8,0,10,18
2019-05-04,Gochang,16.8,0,11,18
2019-05-04,Andong,18.5,0,12,18
2019-05-04,Uiseong,17.4,0,10,18
2019-05-05,Sinan,15.6,0,11,19
2019-05-05,Goheung,18.2,0,11,19
2019-05-05,Gochang,17.2,0,10,19
2019-05-05,Andong,19.7,0,11,19
2019-05-05,Uiseong,18.9,0,11,19
