year,month,지역(시),평균기온,최고기온,최저기온,강수량,일조시간,일사량,습도,운량,적설량,순간최대풍속
2000,1,강원도,-3.057096774193549,1.7048387096774196,-7.463870967741936,1.8538709677419352,4.809677419354839,1.7290322580645159,67.2290322580645,0.0,0.0,0.0
2000,1,경기도,-2.425806451612903,2.1204301075268823,-6.701075268817204,1.743010752688172,4.956989247311827,2.182795698924732,65.44086021505376,0.0,0.0,0.0
2000,1,경상남도,1.7258064516129032,7.167741935483872,-3.0068100358422942,0.6853046594982078,5.483870967741935,0.6200716845878137,56.602150537634415,0.0,0.0,0.0
2000,1,경상북도,-0.07536656891495612,4.784750733137829,-4.504105571847508,1.4759530791788855,4.448680351906158,0.9853372434017597,62.00879765395897,0.0,0.0,0.0
2000,1,광주,0.9838709677419355,5.325806451612904,-2.6096774193548384,1.0870967741935487,3.7096774193548385,5.741935483870968,67.2258064516129,0.0,0.0,0.0
2000,1,대구,1.0709677419354835,5.138709677419354,-2.706451612903226,0.2967741935483871,5.387096774193548,5.096774193548387,56.67741935483871,0.0,0.0,0.0
2000,1,대전,-1.161290322580645,3.3451612903225802,-5.216129032258065,0.8870967741935485,4.548387096774194,5.096774193548387,70.12903225806451,0.0,0.0,0.0
2000,1,부산,4.222580645161291,8.845161290322583,0.529032258064516,0.8354838709677419,4.67741935483871,8.387096774193548,53.25806451612903,0.0,0.0,0.0
2000,1,서울,-2.061290322580645,1.703225806451613,-5.722580645161289,1.3806451612903228,3.5483870967741935,4.161290322580645,63.87096774193548,0.0,0.0,0.0
2000,1,울산,3.0741935483870964,7.916129032258065,-1.0387096774193547,0.7741935483870968,5.870967741935484,0.0,53.935483870967744,0.0,0.0,0.0
2000,1,인천,-2.5645161290322576,1.3822580645161293,-6.370967741935484,1.401612903225806,5.274193548387097,2.4193548387096775,67.93548387096774,0.0,0.0,0.0
2000,1,전라남도,2.05766129032258,5.852822580645161,-1.521774193548387,0.8649193548387096,4.19758064516129,1.2661290322580645,64.08064516129032,0.0,0.0,0.0
2000,1,전라북도,-0.6115207373271889,4.0963133640553,-4.981566820276496,1.0649769585253457,3.9585253456221197,0.6221198156682028,72.11981566820275,0.0,0.0,0.0
2000,1,제주특별자치도,6.430645161290322,9.242741935483869,3.616129032258064,2.2524193548387097,2.685483870967742,1.782258064516129,70.35483870967742,0.0,0.0,0.0
2000,1,충청남도,-1.3090322580645162,3.2038709677419357,-5.704516129032259,1.5161290322580643,4.290322580645162,1.1419354838709672,73.03225806451611,0.0,0.0,0.0
2000,1,충청북도,-2.4596774193548385,2.2258064516129044,-6.903225806451613,1.146774193548387,4.548387096774194,3.7661290322580645,63.983870967741936,0.0,0.0,0.0
2000,2,강원도,-3.259999999999999,2.5027586206896553,-9.019310344827584,0.23551724137931035,7.0793103448275865,3.5379310344827593,53.83793103448276,0.0,0.0,0.0
2000,2,경기도,-2.229885057471264,3.1528735632183906,-7.698850574712645,0.05747126436781609,6.5747126436781596,3.632183908045977,55.11494252873565,0.0,0.0,0.0
2000,2,경상남도,1.5375478927203066,7.859386973180078,-4.129118773946361,0.0015325670498084292,7.842911877394635,1.3908045977011496,42.15708812260537,0.0,0.0,0.0
2000,2,경상북도,-0.2962382445141066,5.467084639498432,-5.735423197492164,0.2946708463949843,7.388714733542318,2.5015673981191218,46.341692789968654,0.0,0.0,0.0
2000,2,광주,0.586206896551724,5.572413793103449,-3.648275862068965,0.5310344827586208,6.275862068965517,12.551724137931034,59.0,0.0,0.0,0.0
2000,2,대구,1.3275862068965514,6.0068965517241395,-2.9103448275862065,0.0,8.344827586206897,12.931034482758621,38.48275862068966,0.0,0.0,0.0
2000,2,대전,-1.1241379310344828,4.451724137931035,-6.00344827586207,0.14137931034482756,6.655172413793103,13.344827586206897,56.89655172413793,0.0,0.0,0.0
2000,2,부산,3.1551724137931036,8.455172413793104,-1.1896551724137931,0.0,6.655172413793103,13.482758620689655,38.41379310344828,0.0,0.0,0.0
2000,2,서울,-1.6689655172413795,2.6,-5.762068965517241,0.07241379310344828,4.827586206896552,9.862068965517242,55.6551724137931,0.0,0.0,0.0
